node,difficulty,block_index,attempts,wall_time_s,server_time_s,overhead_s,attempt_rate,attempt_rate_wall,nonce,startup_seconds,rep
diff4,4,229,59887,0.049889,0.0485,0.001389,1234783.5051546392,1200405.8872834886,59886,0.1942,226
diff4,4,230,14420,0.012858,0.0116,0.001258,1243103.4482758623,1121440.8362309528,14419,0.1942,227
diff4,4,231,17801,0.015306,0.0142,0.001106,1253591.5492957747,1163011.0920703155,17800,0.1942,228
diff4,4,232,37264,0.030381,0.0295,0.000881,1263186.4406779662,1226539.240097557,37263,0.1942,229
diff4,4,233,60801,0.04829,0.0474,0.00089,1282721.5189873418,1259070.7796049905,60800,0.1942,230
diff4,4,234,47453,0.038185,0.0374,0.000785,1268796.7914438501,1242706.342189209,47452,0.1942,231
diff4,4,235,116998,0.095731,0.0947,0.001031,1235459.3453009503,1222151.0865784404,116997,0.1942,232
diff4,4,236,3262,0.003713,0.0027,0.001013,1208148.148148148,878643.2295186146,3261,0.1942,233
diff4,4,237,52337,0.042693,0.0418,0.000893,1252081.3397129187,1225881.0672313261,52336,0.1942,234
diff4,4,238,105674,0.089372,0.0881,0.001272,1199477.866061294,1182402.8149448896,105673,0.1942,235
diff4,4,239,41371,0.034538,0.0332,0.001338,1246114.4578313252,1197825.6261113624,41370,0.1942,236
diff4,4,240,35320,0.029479,0.0282,0.001279,1252482.2695035462,1198151.212292444,35319,0.1942,237
diff4,4,241,64317,0.053181,0.052,0.001181,1236865.3846153847,1209395.2540505633,64316,0.1942,238
diff4,4,242,70183,0.058494,0.0574,0.001094,1222700.3484320557,1199823.0436323008,70182,0.1942,239
diff4,4,243,2363,0.002943,0.0019,0.001043,1243684.2105263157,802944.8504484114,2362,0.1942,240
diff4,4,244,31658,0.026933,0.026,0.000933,1217615.3846153847,1175442.6271866392,31657,0.1942,241
diff4,4,245,61280,0.050667,0.0496,0.001067,1235483.870967742,1209467.7057293039,61279,0.1942,242
diff4,4,246,4699,0.004892,0.0038,0.001092,1236578.9473684211,960498.7367681427,4698,0.1942,243
diff4,4,247,169606,0.138721,0.1375,0.001221,1233498.1818181816,1222641.49852382,169605,0.1942,244
diff4,4,248,10120,0.009501,0.0084,0.001101,1204761.9047619049,1065137.0271679475,10119,0.1942,245
diff4,4,249,3061,0.003409,0.0024,0.001009,1275416.6666666667,897983.1175540129,3060,0.1942,246
diff4,4,250,14701,0.013257,0.0122,0.001057,1205000.0,1108958.4590425515,14700,0.1942,247
diff4,4,251,96178,0.081499,0.0801,0.001399,1200724.0948813981,1180113.8587124748,96177,0.1942,248
diff4,4,252,105495,0.087016,0.0855,0.001516,1233859.649122807,1212360.3312257861,105494,0.1942,249
diff4,4,253,82254,0.070121,0.0688,0.001321,1195552.3255813953,1173023.2019759084,82253,0.1942,250
diff4,4,254,83903,0.070702,0.0695,0.001202,1207237.4100719423,1186717.44342279,83902,0.1942,251
diff4,4,255,19773,0.016912,0.0158,0.001112,1251455.6962025315,1169184.20895673,19772,0.1942,252
diff4,4,256,38619,0.031971,0.0311,0.000871,1241768.4887459807,1207930.5483658095,38618,0.1942,253
diff4,4,257,67894,0.055996,0.0551,0.000896,1232196.0072595282,1212487.5832095665,67893,0.1942,254
diff4,4,258,12146,0.011084,0.0099,0.001184,1226868.6868686867,1095797.3852782403,12145,0.1942,255
diff4,4,259,54545,0.044626,0.0435,0.001126,1253908.0459770116,1222266.101651698,54544,0.1942,256
diff4,4,260,79506,0.063722,0.0626,0.001122,1270063.8977635782,1247700.95116874,79505,0.1942,257
diff4,4,261,1104,0.00183,0.0009,0.00093,1226666.6666666667,603168.9603883367,1103,0.1942,258
diff4,4,262,23556,0.019823,0.0189,0.000923,1246349.2063492064,1188331.5882412782,23555,0.1942,259
diff4,4,263,92220,0.075222,0.0739,0.001322,1247902.5710419486,1225969.0874984444,92219,0.1942,260
diff4,4,264,9227,0.00905,0.0078,0.00125,1182948.717948718,1019558.0118051568,9226,0.1942,261
diff4,4,265,28153,0.024821,0.0236,0.001221,1192923.7288135593,1134241.169456593,28152,0.1942,262
diff4,4,266,36758,0.03103,0.0297,0.00133,1237643.0976430976,1184582.8440049398,36757,0.1942,263
diff4,4,267,37857,0.033019,0.0316,0.001419,1198006.329113924,1146514.448973138,37856,0.1942,264
diff4,4,268,54587,0.046522,0.0452,0.001322,1207676.9911504425,1173365.1452513132,54586,0.1942,265
diff4,4,269,164057,0.135304,0.1339,0.001404,1225220.3136669158,1212506.2740733274,164056,0.1942,266
diff4,4,270,20377,0.018793,0.0174,0.001393,1171091.9540229887,1084269.849043917,20376,0.1942,267
diff4,4,271,104977,0.087951,0.0864,0.001551,1215011.574074074,1193588.456887742,104976,0.1942,268
diff4,4,272,70972,0.059473,0.0579,0.001573,1225768.5664939552,1193349.0642796159,70971,0.1942,269
diff4,4,273,33808,0.029877,0.0283,0.001577,1194628.9752650177,1131560.1708285352,33807,0.1942,270
diff4,4,274,8814,0.008829,0.0074,0.001429,1191081.081081081,998334.0743937105,8813,0.1942,271
diff4,4,275,19926,0.018328,0.0169,0.001428,1179053.2544378699,1087171.6760102448,19925,0.1942,272
diff4,4,276,55013,0.046548,0.0451,0.001448,1219800.44345898,1181855.2873561606,55012,0.1942,273
diff4,4,277,10499,0.009913,0.0086,0.001313,1220813.953488372,1059087.573531725,10498,0.1942,274
diff4,4,278,7395,0.00754,0.0062,0.00134,1192741.935483871,980747.4986906655,7394,0.1942,275
diff4,4,279,42375,0.036519,0.035,0.001519,1210714.2857142857,1160369.4333849016,42374,0.1942,276
diff4,4,280,66324,0.062981,0.0613,0.001681,1081957.585644372,1053078.8160362772,66323,0.1942,277
diff4,4,281,120513,0.101366,0.0998,0.001566,1207545.0901803607,1188891.2320378227,120512,0.1942,278
diff4,4,282,308481,0.253269,0.252,0.001269,1224130.9523809524,1217997.6679142714,308480,0.1942,279
diff4,4,283,126792,0.107619,0.1061,0.001519,1195023.56267672,1178157.6433769348,126791,0.1942,280
diff4,4,284,84643,0.072781,0.0713,0.001481,1187138.8499298738,1162983.4392038118,84642,0.1942,281
diff4,4,285,81895,0.069548,0.0682,0.001348,1200806.4516129033,1177529.9453167345,81894,0.1942,282
diff4,4,286,168855,0.138487,0.137,0.001487,1232518.2481751824,1219285.9529971273,168854,0.1942,283
diff4,4,287,142404,0.126684,0.1253,0.001384,1136504.3894652834,1124091.9743602856,142403,0.1942,284
diff4,4,288,130343,0.108438,0.1071,0.001338,1217021.4752567695,1202008.534883654,130342,0.1942,285
diff4,4,289,9417,0.00908,0.008,0.00108,1177125.0,1037071.6978102054,9416,0.1942,286
diff4,4,290,112550,0.094294,0.0932,0.001094,1207618.025751073,1193608.2782949642,112549,0.1942,287
diff4,4,291,8952,0.00889,0.0077,0.00119,1162597.4025974025,1007016.5971718291,8951,0.1942,288
diff4,4,292,38493,0.032707,0.0315,0.001207,1222000.0,1176892.0491741118,38492,0.1942,289
diff4,4,293,20499,0.018107,0.0169,0.001207,1212958.579881657,1132119.2385653108,20498,0.1942,290
diff4,4,294,424123,0.339567,0.3385,0.001067,1252948.3013293943,1249010.931452071,424122,0.1942,291
diff4,4,295,38948,0.031344,0.0303,0.001044,1285412.5412541253,1242596.593051417,38947,0.1942,292
diff4,4,296,6714,0.006191,0.0053,0.000891,1266792.4528301887,1084470.106863463,6713,0.1942,293
diff4,4,297,2847,0.003067,0.0023,0.000767,1237826.0869565217,928180.5668028069,2846,0.1942,294
diff4,4,298,201811,0.158125,0.1574,0.000725,1282153.74841169,1276273.4200473896,201810,0.1942,295
diff4,4,299,47739,0.037485,0.0368,0.000685,1297255.4347826086,1273548.0282554538,47738,0.1942,296
diff4,4,300,44153,0.035599,0.0348,0.000799,1268764.367816092,1240277.474376187,44152,0.1942,297
diff4,4,301,33988,0.02733,0.0265,0.00083,1282566.0377358492,1243624.5382163315,33987,0.1942,298
diff4,4,302,36857,0.030042,0.0293,0.000742,1257918.0887372014,1226840.544387398,36856,0.1942,299
diff5,5,3,1861672,1.421606,1.4204,0.001206,1310667.4176288368,1309555.4922076738,1861671,0.4429,0
diff5,5,4,2473205,1.884941,1.8837,0.001241,1312950.5759940543,1312085.9867050936,2473204,0.4429,1
diff5,5,5,1790855,1.427549,1.4263,0.001249,1255594.8958844563,1254496.6357089733,1790854,0.4429,2
diff5,5,6,793400,0.615519,0.6144,0.001119,1291341.1458333335,1288992.9046434264,793399,0.4429,3
diff5,5,7,2817957,2.1722,2.1711,0.0011,1297939.75404173,1297282.7771878392,2817956,0.4429,4
diff5,5,8,370054,0.28124,0.2801,0.00114,1321149.5894323455,1315794.1469028837,370053,0.4429,5
diff5,5,9,864165,0.67012,0.6691,0.00102,1291533.4030787623,1289566.6567547654,864164,0.4429,6
diff5,5,10,994604,0.762513,0.7615,0.001013,1306111.6217990809,1304375.8086442861,994603,0.4429,7
diff5,5,11,2242959,1.717166,1.716,0.001166,1307085.6643356644,1306198.4996746327,2242958,0.4429,8
diff5,5,12,388035,0.305452,0.3042,0.001252,1275591.7159763312,1270363.0901456042,388034,0.4429,9
diff5,5,13,113237,0.088169,0.0869,0.001269,1303072.49712313,1284314.5734764636,113236,0.4429,10
diff5,5,14,743020,0.592273,0.5909,0.001373,1257437.8067354884,1254523.0055620933,743019,0.4429,11
diff5,5,15,918069,0.706073,0.7048,0.001273,1302595.062429058,1300246.1148330348,918068,0.4429,12
diff5,5,16,3251728,2.667687,2.6664,0.001287,1219519.9519951995,1218931.8347011996,3251727,0.4429,13
diff5,5,17,899145,0.744895,0.7434,0.001495,1209503.631961259,1207076.6382064123,899144,0.4429,14
diff5,5,18,1210216,1.003607,1.0023,0.001307,1207438.890551731,1205866.9396819435,1210215,0.4429,15
diff5,5,19,604267,0.516202,0.5147,0.001502,1174017.874489994,1170602.0067025966,604266,0.4429,16
diff5,5,20,234150,0.196271,0.1949,0.001371,1201385.3258081067,1192994.625223971,234149,0.4429,17
diff5,5,21,4843408,4.122044,4.1206,0.001444,1175413.2893267972,1175001.6116394938,4843407,0.4429,18
diff5,5,22,1056059,0.887807,0.8862,0.001607,1191671.1803204694,1189514.776089542,1056058,0.4429,19
diff5,5,23,1228125,1.043471,1.0421,0.001371,1178509.7399481814,1176961.3609948438,1228124,0.4429,20
diff5,5,24,1744132,1.415188,1.4138,0.001388,1233648.323666714,1232438.7022693502,1744131,0.4429,21
diff5,5,25,255520,0.21109,0.2096,0.00149,1219083.9694656488,1210479.1769666672,255519,0.4429,22
diff5,5,26,821985,0.665968,0.6644,0.001568,1237183.925346177,1234271.093776515,821984,0.4429,23
diff5,5,27,1091513,0.897392,0.8959,0.001492,1218342.4489340328,1216316.3870706342,1091512,0.4429,24
diff5,5,28,488207,0.398708,0.3972,0.001508,1229121.3494461228,1224472.8042087283,488206,0.4429,25
diff5,5,29,105954,0.089155,0.0878,0.001355,1206765.3758542142,1188429.092714219,105953,0.4429,26
diff5,5,30,639052,0.530605,0.5293,0.001305,1207353.10787833,1204382.917439612,639051,0.4429,27
diff5,5,31,292427,0.233912,0.2327,0.001212,1256669.5315857327,1250156.6188718695,292426,0.4429,28
diff5,5,32,178699,0.1462,0.1447,0.0015,1234961.99032481,1222290.6880621833,178698,0.4429,29
diff5,5,33,358489,0.300776,0.2993,0.001476,1197758.1022385566,1191880.00720574,358488,0.4429,30
diff5,5,34,1488476,1.203785,1.2024,0.001385,1237920.8250166334,1236496.593611445,1488475,0.4429,31
diff5,5,35,1864097,1.498558,1.4972,0.001358,1245055.4368153887,1243926.8506533406,1864096,0.4429,32
diff5,5,36,1050123,0.860161,0.8587,0.001461,1222921.8586235007,1220845.2929612657,1050122,0.4429,33
diff5,5,37,428340,0.362337,0.3608,0.001537,1187195.1219512194,1182159.5582053831,428339,0.4429,34
diff5,5,38,1166949,0.981346,0.9799,0.001446,1190885.8046739462,1189131.0506352775,1166948,0.4429,35
diff5,5,39,831203,0.687511,0.686,0.001511,1211666.1807580173,1209003.860860691,831202,0.4429,36
diff5,5,40,359316,0.300373,0.299,0.001373,1201725.7525083614,1196232.5204646785,359315,0.4429,37
diff5,5,41,420555,0.340526,0.339,0.001526,1240575.221238938,1235015.223368985,420554,0.4429,38
diff5,5,42,900448,0.768862,0.7676,0.001262,1173069.306930693,1171144.4798167725,900447,0.4429,39
diff5,5,43,1077798,0.890185,0.8888,0.001385,1212644.01440144,1210756.9175010005,1077797,0.4429,40
diff5,5,44,1734198,1.503533,1.5019,0.001633,1154669.4187362674,1153415.0669304114,1734197,0.4429,41
diff5,5,45,600023,0.493602,0.492,0.001602,1219558.943089431,1215599.8036786,600022,0.4429,42
diff5,5,46,373989,0.324073,0.3226,0.001473,1159296.3422194668,1154027.1744438107,373988,0.4429,43
diff5,5,47,1506131,1.247123,1.2455,0.001623,1209258.1292653552,1207684.0840312918,1506130,0.4429,44
diff5,5,48,599657,0.519303,0.5178,0.001503,1158086.1336423329,1154735.1604999313,599656,0.4429,45
diff5,5,49,245023,0.204702,0.2032,0.001502,1205821.8503937009,1196971.945297349,245022,0.4429,46
diff5,5,50,424935,0.364279,0.3629,0.001379,1170942.4083769633,1166510.1357627162,424934,0.4429,47
diff5,5,51,4772309,4.079722,4.0782,0.001522,1170199.8430680202,1169763.3665904682,4772308,0.4429,48
diff5,5,52,378771,0.30648,0.3052,0.00128,1241058.3224115332,1235876.2751346019,378770,0.4429,49
diff5,5,53,1060631,0.882557,0.8813,0.001257,1203484.6249858164,1201770.3098345501,1060630,0.4429,50
diff5,5,54,1238951,1.006983,1.0055,0.001483,1232174.0427647936,1230358.7894260176,1238950,0.4429,51
diff5,5,55,161033,0.13086,0.1295,0.00136,1243498.0694980694,1230571.9238729966,161032,0.4429,52
diff5,5,56,394944,0.317881,0.3167,0.001181,1247060.3094411115,1242426.7098515327,394943,0.4429,53
diff5,5,57,873,0.001704,0.0007,0.001004,1247142.857142857,512399.1567407124,872,0.4429,54
diff5,5,58,269256,0.21686,0.2158,0.00106,1247710.843373494,1241612.5742859798,269255,0.4429,55
diff5,5,59,599899,0.479275,0.4778,0.001475,1255544.1607367098,1251680.4682835427,599898,0.4429,56
diff5,5,60,245280,0.194752,0.1935,0.001252,1267596.899224806,1259450.8747071128,245279,0.4429,57
diff5,5,61,2453477,2.054413,2.0531,0.001313,1195010.9590375528,1194247.1160801374,2453476,0.4429,58
diff5,5,62,2106970,1.718787,1.7172,0.001587,1226979.9673887724,1225847.1244823874,2106969,0.4429,59
diff5,5,63,3222971,2.648531,2.6471,0.001431,1217547.8825884932,1216889.8504111413,3222970,0.4429,60
diff5,5,64,552481,0.465562,0.4642,0.001362,1190178.8022404136,1186696.5129570877,552480,0.4429,61
diff5,5,65,127808,0.110752,0.1093,0.001452,1169332.1134492224,1154005.6418592217,127807,0.4429,62
diff5,5,66,553242,0.468641,0.4672,0.001441,1184165.2397260275,1180524.9496599128,553241,0.4429,63
diff5,5,67,2392008,2.008713,2.0072,0.001513,1191713.8302112394,1190816.1843465674,2392007,0.4429,64
diff5,5,68,351431,0.302494,0.301,0.001494,1167544.850498339,1161777.6135318507,351430,0.4429,65
diff5,5,69,54075,0.047862,0.0464,0.001462,1165409.4827586208,1129799.8990084487,54074,0.4429,66
diff5,5,70,85405,0.073932,0.0725,0.001432,1178000.0,1155178.5797399417,85404,0.4429,67
diff5,5,71,1194711,1.013763,1.0122,0.001563,1180311.203319502,1178491.5191499381,1194710,0.4429,68
diff5,5,72,743618,0.634292,0.6328,0.001492,1175123.261694058,1172359.8735360543,743617,0.4429,69
diff5,5,73,2939032,2.49714,2.4958,0.00134,1177591.1531372706,1176959.3789329147,2939031,0.4429,70
diff5,5,74,878521,0.726861,0.7254,0.001461,1211084.9186655637,1208649.998906133,878520,0.4429,71
diff5,5,75,2642627,2.169475,2.1682,0.001275,1218811.4565077021,1218095.1613357405,2642626,0.4429,72
diff5,5,76,858277,0.697043,0.6957,0.001343,1233688.3714244645,1231311.485197673,858276,0.4429,73
diff5,5,77,5768781,4.836346,4.8349,0.001446,1193154.1500341268,1192797.506044417,5768780,0.4429,74
diff5,5,78,3100431,2.61841,2.6168,0.00161,1184817.716294711,1184089.1236269951,3100430,0.4429,75
diff5,5,79,3406216,2.904692,2.9032,0.001492,1173262.606778727,1172659.8914156498,3406215,0.4429,76
diff5,5,80,42461,0.03791,0.0364,0.00151,1166510.989010989,1120056.0809582255,42460,0.4429,77
diff5,5,81,647541,0.549647,0.5484,0.001247,1180782.2757111597,1178104.2943731477,647540,0.4429,78
diff5,5,82,698157,0.592997,0.5917,0.001297,1179917.1877640695,1177336.4787638215,698156,0.4429,79
diff5,5,83,1068182,0.922199,0.9206,0.001599,1160310.6669563327,1158299.4333416224,1068181,0.4429,80
diff5,5,84,489054,0.424348,0.423,0.001348,1156156.0283687944,1152482.4349743426,489053,0.4429,81
diff5,5,85,171188,0.146948,0.1455,0.001448,1176549.8281786942,1164957.967158965,171187,0.4429,82
diff5,5,86,3371504,2.873828,2.8724,0.001428,1173758.5294527225,1173175.1378452128,3371503,0.4429,83
diff5,5,87,214374,0.178817,0.1774,0.001417,1208421.6459977452,1198845.747279622,214373,0.4429,84
diff5,5,88,3048765,2.504818,2.5034,0.001418,1217849.7243748503,1217160.3897735202,3048764,0.4429,85
diff5,5,89,418105,0.357908,0.3564,0.001508,1173134.1189674523,1168189.7691603717,418104,0.4429,86
diff5,5,90,3138002,2.563956,2.5625,0.001456,1224586.1463414633,1223890.5190238648,3138001,0.4429,87
diff5,5,91,1241161,1.007763,1.0064,0.001363,1233268.0842607315,1231600.0373285373,1241160,0.4429,88
diff5,5,92,905291,0.752226,0.7507,0.001526,1205929.132809378,1203482.8626107448,905290,0.4429,89
diff5,5,93,1940971,1.597346,1.5957,0.001646,1216375.885191452,1215122.1429410258,1940970,0.4429,90
diff5,5,94,846658,0.716778,0.715,0.001778,1184137.062937063,1181199.6885463314,846657,0.4429,91
diff5,5,95,287267,0.247628,0.2461,0.001528,1167277.5294595691,1160076.152581708,287266,0.4429,92
diff5,5,96,78544,0.068082,0.0666,0.001482,1179339.3393393392,1153671.871252013,78543,0.4429,93
diff5,5,97,14344,0.013585,0.0122,0.001385,1175737.7049180327,1055893.0611369808,14343,0.4429,94
diff5,5,98,2102117,1.77326,1.7717,0.00156,1186497.1496302986,1185453.3176896719,2102116,0.4429,95
diff5,5,99,480032,0.397286,0.3959,0.001386,1212508.2091437231,1208278.9272858154,480031,0.4429,96
diff5,5,100,2627315,2.262662,2.2612,0.001462,1161911.8167344772,1161161.2070195624,2627314,0.4429,97
diff5,5,101,2628107,2.241842,2.2402,0.001642,1173157.3073832693,1172298.0477416343,2628106,0.4429,98
diff5,5,102,247576,0.21088,0.2094,0.00148,1182311.3658070678,1174011.5693465816,247575,0.4429,99
diff5,5,103,927076,0.789203,0.7878,0.001403,1176791.063721757,1174699.4039803506,927075,0.4429,100
diff5,5,104,452172,0.386203,0.3847,0.001503,1175388.614504809,1170815.449535555,452171,0.4429,101
diff5,5,105,2590707,2.202477,2.201,0.001477,1177059.06406179,1176269.7181639744,2590706,0.4429,102
diff5,5,106,839820,0.724436,0.7228,0.001636,1161898.1737686773,1159274.0491472848,839819,0.4429,103
diff5,5,107,619976,0.527631,0.5263,0.001331,1177989.739692191,1175018.703694553,619975,0.4429,104
diff5,5,108,1269770,1.054575,1.0523,0.002275,1206661.5984034971,1204058.9818085404,1269769,0.4429,105
diff5,5,109,469333,0.3907,0.3893,0.0014,1205581.8135114308,1201261.1952676014,469332,0.4429,106
diff5,5,110,518339,0.433463,0.4321,0.001363,1199581.1154825273,1195809.7894241496,518338,0.4429,107
diff5,5,111,329172,0.274564,0.2732,0.001364,1204875.5490483162,1198888.6010756707,329171,0.4429,108
diff5,5,112,46367,0.04033,0.0389,0.00143,1191953.7275064269,1149697.185870802,46366,0.4429,109
diff5,5,113,90375,0.078846,0.0774,0.001446,1167635.6589147288,1146224.7727556468,90374,0.4429,110
diff5,5,114,241822,0.196849,0.1954,0.001449,1237574.2067553736,1228462.1170924532,241821,0.4429,111
diff5,5,115,442569,0.36865,0.3672,0.00145,1205253.267973856,1200511.1897472038,442568,0.4429,112
diff5,5,116,806653,0.673831,0.6725,0.001331,1199484.0148698885,1197115.372780584,806652,0.4429,113
diff5,5,117,1370828,1.133912,1.1324,0.001512,1210551.0420346167,1208936.7602292516,1370827,0.4429,114
diff5,5,118,299690,0.253949,0.2525,0.001449,1186891.0891089109,1180119.6140520286,299689,0.4429,115
diff5,5,119,187735,0.156436,0.155,0.001436,1211193.5483870967,1200074.7924132536,187734,0.4429,116
diff5,5,120,656309,0.546934,0.5455,0.001434,1203132.9055912008,1199978.3327600486,656308,0.4429,117
diff5,5,121,747984,0.615497,0.6141,0.001397,1218016.6096726917,1215252.475011347,747983,0.4429,118
diff5,5,122,212333,0.176395,0.1749,0.001495,1214025.1572327043,1203737.9262721655,212332,0.4429,119
diff5,5,123,494775,0.406596,0.405,0.001596,1221666.6666666665,1216870.9186722776,494774,0.4429,120
diff5,5,124,1282187,1.053908,1.0525,0.001408,1218229.9287410926,1216601.820874346,1282186,0.4429,121
diff5,5,125,1831912,1.572942,1.5715,0.001442,1165709.1950365894,1164640.3420512637,1831911,0.4429,122
diff5,5,126,1416052,1.206678,1.2051,0.001578,1175049.3734959753,1173512.4917313685,1416051,0.4429,123
diff5,5,127,1793166,1.523574,1.5221,0.001474,1178086.8536889823,1176947.0993925065,1793165,0.4429,124
diff5,5,128,868833,0.722702,0.7213,0.001402,1204537.6403715513,1202200.7676245256,868832,0.4429,125
diff5,5,129,1026281,0.850401,0.849,0.001401,1208811.542991755,1206820.608774016,1026280,0.4429,126
diff6,6,3,17813344,14.287477,14.2858,0.001677,1246926.5984404094,1246780.2397730509,17813343,9.9004,0
diff6,6,4,9994230,7.931562,7.93,0.001562,1260306.4312736443,1260058.180283276,9994229,9.9004,1
diff6,6,5,7705893,6.197571,6.196,0.001571,1243688.347320852,1243373.0224174713,7705892,9.9004,2
diff6,6,6,4206842,3.392082,3.3905,0.001582,1240773.33726589,1240194.7565608325,4206841,9.9004,3
diff6,6,7,6803311,5.495646,5.4942,0.001446,1238271.449892614,1237945.6486089244,6803310,9.9004,4
diff6,6,8,29394028,23.435567,23.434,0.001567,1254332.5083212426,1254248.6116542541,29394027,9.9004,5
diff6,6,9,21568010,17.115999,17.1143,0.001699,1260233.2552310056,1260108.18722699,21568009,9.9004,6
diff6,6,10,36017952,29.267488,29.2659,0.001588,1230713.9708671186,1230647.173574847,36017951,9.9004,7
diff6,6,11,14733991,11.84219,11.8408,0.00139,1244340.838456861,1244194.8034092658,14733990,9.9004,8
diff6,6,12,14113346,11.504966,11.5035,0.001466,1226874.081801191,1226717.7983819055,14113345,9.9004,9
diff6,6,13,18643768,15.136231,15.1347,0.001531,1231855.8015685808,1231731.2052004493,18643767,9.9004,10
diff6,6,14,8804737,7.027269,7.0257,0.001569,1253218.4693340166,1252938.7485216602,8804736,9.9004,11
diff6,6,15,55803912,45.067047,45.0655,0.001547,1238284.541389755,1238242.0306909976,55803911,9.9004,12
diff6,6,16,10601002,8.151828,8.1504,0.001428,1300672.6050255203,1300444.7192700205,10601001,9.9004,13
diff6,6,17,34354099,25.657948,25.6566,0.001348,1338996.554492801,1338926.2267724662,34354098,9.9004,14
diff6,6,18,10407886,7.71495,7.7137,0.00125,1349272.8521980373,1349054.2607222043,10407885,9.9004,15
diff6,6,19,42333758,31.218805,31.2175,0.001305,1356090.5902138224,1356033.8978547885,42333757,9.9004,16
diff6,6,20,21378540,16.523617,16.5222,0.001417,1293928.1693721174,1293817.2365763835,21378539,9.9004,17
diff6,6,21,17765046,14.442106,14.4405,0.001606,1230223.745715176,1230086.9522503216,17765045,9.9004,18
diff6,6,22,25194868,20.540383,20.5389,0.001483,1226690.2317066637,1226601.6531254337,25194867,9.9004,19
diff6,6,23,1918990,1.543949,1.5425,0.001449,1244077.7957860616,1242910.3594313029,1918989,9.9004,20
diff6,6,24,895203,0.719039,0.7176,0.001439,1247495.8193979934,1244999.949980069,895202,9.9004,21
diff6,6,25,12458413,10.148094,10.1466,0.001494,1227841.1487591905,1227660.330864362,12458412,9.9004,22
