node,difficulty,block_index,attempts,wall_time_s,server_time_s,overhead_s,attempt_rate,attempt_rate_wall,nonce,startup_seconds,rep
diff3,3,266,111,0.00082,0.0001,0.00072,1110000.0,135317.64098721364,110,0.2257,263
diff3,3,267,561,0.001106,0.0005,0.000606,1122000.0,507194.7099375973,560,0.2257,264
diff3,3,268,6320,0.006713,0.006,0.000713,1053333.3333333333,941427.6987434784,6319,0.2257,265
diff3,3,269,2847,0.003321,0.0026,0.000721,1095000.0,857357.8841594497,2846,0.2257,266
diff3,3,270,2525,0.002966,0.0023,0.000666,1097826.0869565217,851195.2298875474,2524,0.2257,267
diff3,3,271,9971,0.009168,0.0084,0.000768,1187023.8095238097,1087626.7633007178,9970,0.2257,268
diff3,3,272,630,0.001323,0.0006,0.000723,1050000.0,476355.4357553879,629,0.2257,269
diff3,3,273,2286,0.002672,0.0021,0.000572,1088571.4285714286,855685.5570108416,2285,0.2257,270
diff3,3,274,3930,0.004481,0.0037,0.000781,1062162.1621621621,876971.1900782967,3929,0.2257,271
diff3,3,275,4950,0.005561,0.0048,0.000761,1031250.0000000001,890174.4167361476,4949,0.2257,272
diff3,3,276,5400,0.005877,0.0051,0.000777,1058823.5294117646,918868.823509719,5399,0.2257,273
diff3,3,277,9878,0.009655,0.0089,0.000755,1109887.6404494382,1023114.438456075,9877,0.2257,274
diff3,3,278,3857,0.00424,0.0034,0.00084,1134411.7647058824,909589.361539955,3856,0.2257,275
diff3,3,279,4936,0.005171,0.0045,0.000671,1096888.888888889,954461.970899208,4935,0.2257,276
diff3,3,280,5016,0.005426,0.0046,0.000826,1090434.7826086956,924445.0536336795,5015,0.2257,277
diff3,3,281,6798,0.00734,0.0064,0.00094,1062187.5,926131.8025249863,6797,0.2257,278
diff3,3,282,10438,0.010336,0.0095,0.000836,1098736.8421052631,1009843.9891242608,10437,0.2257,279
diff3,3,283,1308,0.001751,0.0011,0.000651,1189090.909090909,746912.9968509772,1307,0.2257,280
diff3,3,284,16985,0.015751,0.015,0.000751,1132333.3333333335,1078318.551394193,16984,0.2257,281
diff3,3,285,7080,0.007764,0.0068,0.000964,1041176.4705882353,911891.2122791226,7079,0.2257,282
diff3,3,286,11779,0.011315,0.0104,0.000915,1132596.153846154,1041030.4963965086,11778,0.2257,283
diff3,3,287,2745,0.003233,0.0024,0.000833,1143750.0,849089.4570608535,2744,0.2257,284
diff3,3,288,4399,0.004609,0.0039,0.000709,1127948.717948718,954445.6627789472,4398,0.2257,285
diff3,3,289,1354,0.002044,0.0013,0.000744,1041538.4615384616,662399.764579944,1353,0.2257,286
diff3,3,290,4661,0.005127,0.0044,0.000727,1059318.1818181816,909160.4283917334,4660,0.2257,287
diff3,3,291,9409,0.009757,0.009,0.000757,1045444.4444444445,964283.893181905,9408,0.2257,288
diff3,3,292,7965,0.008122,0.0074,0.000722,1076351.3513513512,980634.5445492326,7964,0.2257,289
diff3,3,293,9710,0.009177,0.0084,0.000777,1155952.380952381,1058084.8112808573,9709,0.2257,290
diff3,3,294,210,0.000882,0.0002,0.000682,1050000.0,238117.93974338667,209,0.2257,291
diff3,3,295,3169,0.003539,0.0029,0.000639,1092758.6206896552,895524.353267684,3168,0.2257,292
diff3,3,296,2217,0.00271,0.002,0.00071,1108500.0,818118.952158053,2216,0.2257,293
diff3,3,297,4173,0.004535,0.0038,0.000735,1098157.894736842,920218.6277994676,4172,0.2257,294
diff3,3,298,966,0.001581,0.0009,0.000681,1073333.3333333333,610876.9826463602,965,0.2257,295
diff3,3,299,2217,0.002642,0.002,0.000642,1108500.0,839136.9875374803,2216,0.2257,296
diff3,3,300,626,0.001223,0.0006,0.000623,1043333.3333333334,511821.40364253416,625,0.2257,297
diff3,3,301,1521,0.001985,0.0014,0.000585,1086428.5714285714,766391.6779417495,1520,0.2257,298
diff3,3,302,2451,0.003026,0.0023,0.000726,1065652.1739130435,810024.8619672089,2450,0.2257,299
diff4,4,3,98538,0.082801,0.0815,0.001301,1209055.2147239263,1190056.8833056057,98537,0.1942,0
diff4,4,4,159350,0.129383,0.1281,0.001283,1243950.0390320064,1231615.4517039927,159349,0.1942,1
diff4,4,5,78811,0.06677,0.0654,0.00137,1205061.1620795107,1180334.0120902103,78810,0.1942,2
diff4,4,6,91944,0.07694,0.0756,0.00134,1216190.4761904762,1195003.2749659067,91943,0.1942,3
diff4,4,7,3739,0.00442,0.0033,0.00112,1133030.303030303,845847.9994800254,3738,0.1942,4
diff4,4,8,78701,0.066075,0.0649,0.001175,1212650.2311248074,1191088.8969041733,78700,0.1942,5
diff4,4,9,77187,0.064843,0.0637,0.001143,1211726.8445839873,1190365.209388421,77186,0.1942,6
diff4,4,10,8004,0.007964,0.0069,0.001064,1160000.0,1005080.3865124364,8003,0.1942,7
diff4,4,11,110096,0.092759,0.0917,0.001059,1200610.6870229007,1186901.0344985644,110095,0.1942,8
diff4,4,12,112502,0.093936,0.0925,0.001436,1216237.8378378379,1197648.92750364,112501,0.1942,9
diff4,4,13,177417,0.147941,0.1466,0.001341,1210211.4597544337,1199242.934757331,177416,0.1942,10
diff4,4,14,83107,0.070971,0.0695,0.001471,1195784.1726618705,1171006.9787037962,83106,0.1942,11
diff4,4,15,82542,0.070506,0.0691,0.001406,1194529.6671490595,1170711.6484401785,82541,0.1942,12
diff4,4,16,44500,0.037692,0.0364,0.001292,1222527.4725274725,1180632.3431154513,44499,0.1942,13
diff4,4,17,4217,0.004604,0.0035,0.001104,1204857.1428571427,915868.0622843053,4216,0.1942,14
diff4,4,18,26865,0.023578,0.0224,0.001178,1199330.357142857,1139397.5452638397,26864,0.1942,15
diff4,4,19,45580,0.03929,0.038,0.00129,1199473.6842105263,1160078.1045064016,45579,0.1942,16
diff4,4,20,114449,0.09617,0.0948,0.00137,1207267.9324894515,1190072.7622950582,114448,0.1942,17
diff4,4,21,23859,0.021045,0.0197,0.001345,1211116.7512690355,1133691.0167581309,23858,0.1942,18
diff4,4,22,37830,0.032833,0.0315,0.001333,1200952.3809523808,1152191.53166231,37829,0.1942,19
diff4,4,23,121731,0.102298,0.1009,0.001398,1206451.932606541,1189964.124183718,121730,0.1942,20
diff4,4,24,24543,0.021151,0.0198,0.001351,1239545.4545454544,1160393.5491829454,24542,0.1942,21
diff4,4,25,99440,0.084557,0.0832,0.001357,1195192.3076923077,1176012.0328711974,99439,0.1942,22
diff4,4,26,46427,0.039726,0.0384,0.001326,1209036.4583333335,1168681.6653145545,46426,0.1942,23
diff4,4,27,19502,0.0176,0.0163,0.0013,1196441.717791411,1108039.3550091172,19501,0.1942,24
diff4,4,28,74923,0.064593,0.0634,0.001193,1181750.7886435331,1159918.4525573151,74922,0.1942,25
diff4,4,29,300917,0.254724,0.2536,0.001124,1186581.2302839118,1181347.4226817675,300916,0.1942,26
diff4,4,30,153835,0.128198,0.1269,0.001298,1212253.7431048069,1199981.665960353,153834,0.1942,27
diff4,4,31,89108,0.075631,0.0742,0.001431,1200916.4420485175,1178193.4722906905,89107,0.1942,28
diff4,4,32,6065,0.006343,0.0051,0.001243,1189215.6862745096,956234.8669057825,6064,0.1942,29
diff4,4,33,68161,0.05806,0.0569,0.00116,1197908.611599297,1173967.6147525483,68160,0.1942,30
diff4,4,34,45643,0.038234,0.0368,0.001434,1240298.9130434783,1193776.4981315727,45642,0.1942,31
diff4,4,35,86255,0.072405,0.071,0.001405,1214859.1549295776,1191288.553395534,86254,0.1942,32
diff4,4,36,22761,0.0202,0.019,0.0012,1197947.3684210526,1126779.8843430656,22760,0.1942,33
diff4,4,37,141343,0.117983,0.1167,0.001283,1211165.381319623,1197995.469127698,141342,0.1942,34
diff4,4,38,6641,0.006674,0.0055,0.001174,1207454.5454545454,994987.0137203308,6640,0.1942,35
diff4,4,39,44418,0.037689,0.0366,0.001089,1213606.5573770492,1178537.532348527,44417,0.1942,36
diff4,4,40,23666,0.022103,0.0207,0.001403,1143285.0241545893,1070696.214457243,23665,0.1942,37
diff4,4,41,75441,0.064436,0.0632,0.001236,1193686.7088607594,1170789.6193765537,75440,0.1942,38
diff4,4,42,74012,0.062716,0.0614,0.001316,1205407.1661237783,1180122.9337166385,74011,0.1942,39
diff4,4,43,172430,0.143294,0.1419,0.001394,1215151.5151515151,1203334.4135225385,172429,0.1942,40
diff4,4,44,5376,0.005919,0.0048,0.001119,1120000.0,908267.8339340725,5375,0.1942,41
diff4,4,45,14295,0.013118,0.0121,0.001018,1181404.958677686,1089755.183710633,14294,0.1942,42
diff4,4,46,13466,0.012382,0.0113,0.001082,1191681.4159292036,1087509.8145460887,13465,0.1942,43
diff4,4,47,24911,0.021616,0.0204,0.001216,1221127.450980392,1152453.3814213648,24910,0.1942,44
diff4,4,48,202800,0.170326,0.169,0.001326,1200000.0,1190656.747282274,202799,0.1942,45
diff4,4,49,85925,0.072999,0.0716,0.001399,1200069.8324022347,1177068.9051438947,85924,0.1942,46
diff4,4,50,61718,0.054214,0.0528,0.001414,1168901.5151515151,1138411.8061833447,61717,0.1942,47
diff4,4,51,77341,0.066173,0.0648,0.001373,1193533.950617284,1168773.411748183,77340,0.1942,48
diff4,4,52,415675,0.342802,0.3413,0.001502,1217916.7887489013,1212580.8822877721,415674,0.1942,49
diff4,4,53,7136,0.007271,0.006,0.001271,1189333.3333333333,981399.3452037335,7135,0.1942,50
diff4,4,54,123220,0.103541,0.1025,0.001041,1202146.3414634147,1190060.4466806652,123219,0.1942,51
diff4,4,55,16933,0.015936,0.0147,0.001236,1151904.761904762,1062554.4273258867,16932,0.1942,52
diff4,4,56,3970,0.004676,0.0035,0.001176,1134285.7142857143,849038.9163266689,3969,0.1942,53
diff4,4,57,15905,0.014299,0.0132,0.001099,1204924.2424242424,1112312.3473758732,15904,0.1942,54
diff4,4,58,14862,0.014021,0.0129,0.001121,1152093.0232558139,1060012.9727631693,14861,0.1942,55
diff4,4,59,54038,0.04546,0.0443,0.00116,1219819.4130925508,1188682.479174232,54037,0.1942,56
diff4,4,60,60464,0.051714,0.0505,0.001214,1197306.9306930692,1169189.474180389,60463,0.1942,57
diff4,4,61,4671,0.005227,0.0041,0.001127,1139268.2926829266,893671.9485985861,4670,0.1942,58
diff4,4,62,70806,0.060494,0.0594,0.001094,1192020.202020202,1170472.068387991,70805,0.1942,59
diff4,4,63,7542,0.007742,0.0066,0.001142,1142727.2727272727,974193.0683002181,7541,0.1942,60
diff4,4,64,38225,0.032944,0.0318,0.001144,1202044.0251572325,1160302.3361442678,38224,0.1942,61
diff4,4,65,3400,0.003992,0.003,0.000992,1133333.3333333333,851765.477565086,3399,0.1942,62
diff4,4,66,39445,0.033227,0.0323,0.000927,1221207.4303405571,1187134.0000576698,39444,0.1942,63
diff4,4,67,29574,0.024924,0.0237,0.001224,1247848.1012658228,1186553.2631541817,29573,0.1942,64
diff4,4,68,31006,0.027769,0.0264,0.001369,1174469.696969697,1116570.481980903,31005,0.1942,65
diff4,4,69,108096,0.092213,0.091,0.001213,1187868.131868132,1172248.881015147,108095,0.1942,66
diff4,4,70,91840,0.076907,0.0756,0.001307,1214814.8148148148,1194171.5222415447,91839,0.1942,67
diff4,4,71,26794,0.023614,0.0224,0.001214,1196160.7142857143,1134645.8476029949,26793,0.1942,68
diff4,4,72,69026,0.057924,0.0566,0.001324,1219540.6360424028,1191673.4984030845,69025,0.1942,69
diff4,4,73,58802,0.050132,0.0489,0.001232,1202494.8875255624,1172953.1831950163,58801,0.1942,70
diff4,4,74,7288,0.007534,0.0063,0.001234,1156825.396825397,967380.1187818109,7287,0.1942,71
diff4,4,75,47425,0.040958,0.0399,0.001058,1188596.4912280703,1157894.6399770477,47424,0.1942,72
diff4,4,76,38153,0.032846,0.0316,0.001246,1207373.4177215188,1161586.9307826029,38152,0.1942,73
diff4,4,77,45150,0.038482,0.0372,0.001282,1213709.677419355,1173274.56422623,45149,0.1942,74
diff4,4,78,4315,0.004642,0.0036,0.001042,1198611.1111111112,929606.3115371643,4314,0.1942,75
diff4,4,79,15115,0.013662,0.0126,0.001062,1199603.1746031747,1106336.5368453653,15114,0.1942,76
diff4,4,80,31598,0.027,0.0258,0.0012,1224728.6821705427,1170294.5099550039,31597,0.1942,77
diff4,4,81,55164,0.047144,0.0458,0.001344,1204454.1484716157,1170124.3359912,55163,0.1942,78
diff4,4,82,44579,0.038543,0.0373,0.001243,1195147.4530831098,1156618.0587230835,44578,0.1942,79
diff4,4,83,24188,0.020726,0.0195,0.001226,1240410.2564102565,1167022.4945619546,24187,0.1942,80
diff4,4,84,96128,0.082,0.0808,0.0012,1189702.9702970297,1172289.708066345,96127,0.1942,81
diff4,4,85,102511,0.084661,0.0834,0.001261,1229148.6810551558,1210836.7213908497,102510,0.1942,82
diff4,4,86,17397,0.016609,0.0152,0.001409,1144539.4736842106,1047467.8096692885,17396,0.1942,83
diff4,4,87,19046,0.017054,0.0157,0.001354,1213121.0191082803,1116827.2495814932,19045,0.1942,84
diff4,4,88,30235,0.026639,0.0255,0.001139,1185686.274509804,1135000.7044205635,30234,0.1942,85
diff4,4,89,43132,0.037789,0.0364,0.001389,1184945.054945055,1141386.576301262,43131,0.1942,86
diff4,4,90,96687,0.081971,0.0806,0.001371,1199590.570719603,1179528.0993145737,96686,0.1942,87
diff4,4,91,7365,0.007732,0.0065,0.001232,1133076.9230769232,952509.281434174,7364,0.1942,88
diff4,4,92,39769,0.033716,0.0324,0.001316,1227438.2716049384,1179530.4760411575,39768,0.1942,89
diff4,4,93,5851,0.006353,0.0052,0.001153,1125192.3076923077,920951.9117338129,5850,0.1942,90
diff4,4,94,11404,0.010313,0.0094,0.000913,1213191.489361702,1105784.3097028236,11403,0.1942,91
diff4,4,95,56806,0.047585,0.0464,0.001185,1224267.2413793104,1193770.147008487,56805,0.1942,92
diff4,4,96,50035,0.043343,0.042,0.001343,1191309.5238095238,1154391.9086966584,50034,0.1942,93
diff4,4,97,30705,0.026479,0.0252,0.001279,1218452.3809523808,1159614.5888571087,30704,0.1942,94
diff4,4,98,23339,0.020614,0.0193,0.001314,1209274.6113989637,1132187.1598600592,23338,0.1942,95
diff4,4,99,11149,0.010118,0.009,0.001118,1238777.777777778,1101920.381253308,11148,0.1942,96
diff4,4,100,100597,0.084809,0.0837,0.001109,1201875.7467144565,1186159.4891138312,100596,0.1942,97
diff4,4,101,3835,0.004215,0.0032,0.001015,1198437.5,909935.5672305849,3834,0.1942,98
diff4,4,102,225600,0.188061,0.187,0.001061,1206417.1122994653,1199613.1567214648,225599,0.1942,99
diff4,4,103,126718,0.106805,0.1055,0.001305,1201118.4834123224,1186446.7491046519,126717,0.1942,100
diff4,4,104,26856,0.024051,0.0227,0.001351,1183083.7004405286,1116634.8685706048,26855,0.1942,101
diff4,4,105,38294,0.033192,0.0319,0.001292,1200438.8714733543,1153704.5067193583,38293,0.1942,102
diff4,4,106,11549,0.011167,0.01,0.001167,1154900.0,1034231.0889621458,11548,0.1942,103
diff4,4,107,95945,0.081126,0.0798,0.001326,1202318.2957393485,1182671.326126722,95944,0.1942,104
diff4,4,108,37042,0.032425,0.0311,0.001325,1191061.0932475885,1142372.5159215434,37041,0.1942,105
diff4,4,109,4960,0.005375,0.0043,0.001075,1153488.3720930233,922855.1070302954,4959,0.1942,106
diff4,4,110,85278,0.073863,0.0728,0.001063,1171401.0989010988,1154546.1394482509,85277,0.1942,107
diff4,4,111,35352,0.032179,0.0309,0.001279,1144077.6699029126,1098603.246227494,35351,0.1942,108
diff4,4,112,134462,0.114686,0.1135,0.001186,1184687.2246696034,1172435.1937544215,134461,0.1942,109
diff4,4,113,83524,0.069768,0.0685,0.001268,1219328.4671532845,1197172.0480827838,83523,0.1942,110
diff4,4,114,2857,0.003161,0.0022,0.000961,1298636.3636363635,903732.6873685633,2856,0.1942,111
diff4,4,115,8223,0.007286,0.0066,0.000686,1245909.0909090908,1128641.525431405,8222,0.1942,112
diff4,4,116,11926,0.010173,0.0095,0.000673,1255368.4210526317,1172270.8390756703,11925,0.1942,113
diff4,4,117,66770,0.054694,0.0537,0.000994,1243389.1992551212,1220787.3985093897,66769,0.1942,114
diff4,4,118,39792,0.032878,0.0316,0.001278,1259240.5063291139,1210275.7361233758,39791,0.1942,115
diff4,4,119,24240,0.020526,0.0193,0.001226,1255958.5492227979,1180955.6285819374,24239,0.1942,116
diff4,4,120,45438,0.038188,0.037,0.001188,1228054.0540540542,1189842.4242033272,45437,0.1942,117
diff4,4,121,375634,0.305548,0.3043,0.001248,1234419.9802826159,1229378.5379893254,375633,0.1942,118
diff4,4,122,33718,0.027505,0.0265,0.001005,1272377.358490566,1225865.7855360326,33717,0.1942,119
diff4,4,123,4345,0.004209,0.0035,0.000709,1241428.5714285714,1032281.0685884664,4344,0.1942,120
diff4,4,124,193343,0.151844,0.1509,0.000944,1281265.7388999336,1273302.6777055627,193342,0.1942,121
diff4,4,125,114104,0.092625,0.0912,0.001425,1251140.350877193,1231886.5066468383,114103,0.1942,122
diff4,4,126,24619,0.021559,0.0203,0.001259,1212758.6206896552,1141962.5601957848,24618,0.1942,123
diff4,4,127,81394,0.068376,0.0671,0.001276,1213025.335320417,1190394.2523846785,81393,0.1942,124
diff4,4,128,47112,0.03897,0.0378,0.00117,1246349.2063492064,1208932.5212588185,47111,0.1942,125
diff4,4,129,60575,0.050904,0.0497,0.001204,1218812.8772635814,1189973.385442781,60574,0.1942,126
diff4,4,130,18141,0.016046,0.0149,0.001146,1217516.7785234898,1130573.8179182576,18140,0.1942,127
diff4,4,131,112777,0.095711,0.0945,0.001211,1193407.4074074074,1178305.5694245473,112776,0.1942,128
diff4,4,132,212324,0.17961,0.1783,0.00131,1190824.4531688166,1182137.9804237199,212323,0.1942,129
diff4,4,133,96352,0.079636,0.0784,0.001236,1228979.5918367347,1209905.6927060133,96351,0.1942,130
diff4,4,134,27163,0.02303,0.0218,0.00123,1246009.1743119266,1179465.8744577442,27162,0.1942,131
diff4,4,135,37009,0.030837,0.0298,0.001037,1241912.7516778524,1200147.5359006703,37008,0.1942,132
diff4,4,136,101660,0.083498,0.0824,0.001098,1233737.8640776698,1217509.949193278,101659,0.1942,133
diff4,4,137,68684,0.0565,0.0554,0.0011,1239783.3935018051,1215651.3940935072,68683,0.1942,134
diff4,4,138,100210,0.083291,0.0821,0.001191,1220584.6528623628,1203132.4049398354,100209,0.1942,135
diff4,4,139,81452,0.067337,0.0662,0.001137,1230392.749244713,1209612.80530449,81451,0.1942,136
diff4,4,140,67760,0.056646,0.0555,0.001146,1220900.9009009008,1196201.8546296798,67759,0.1942,137
diff4,4,141,35488,0.029947,0.0287,0.001247,1236515.6794425086,1185038.3939918086,35487,0.1942,138
diff4,4,142,7100,0.006781,0.0058,0.000981,1224137.9310344828,1047068.8510774475,7099,0.1942,139
diff4,4,143,5804,0.005475,0.0047,0.000775,1234893.6170212766,1060163.908089605,5803,0.1942,140
diff4,4,144,103573,0.08513,0.0841,0.00103,1231545.7788347206,1216651.6759500206,103572,0.1942,141
diff4,4,145,48539,0.041904,0.0405,0.001404,1198493.8271604937,1158339.2618818062,48538,0.1942,142
diff4,4,146,81547,0.069569,0.0682,0.001369,1195703.8123167155,1172172.9907127025,81546,0.1942,143
diff4,4,147,2704,0.0033,0.0022,0.0011,1229090.909090909,819280.2431588505,2703,0.1942,144
diff4,4,148,83359,0.067547,0.0666,0.000947,1251636.6366366365,1234085.0407281192,83358,0.1942,145
diff4,4,149,122013,0.10119,0.1,0.00119,1220130.0,1205776.2366165137,122012,0.1942,146
diff4,4,150,3579,0.004034,0.0029,0.001134,1234137.9310344828,887254.4598044272,3578,0.1942,147
diff4,4,151,65592,0.055624,0.0547,0.000924,1199122.4862888483,1179202.3522844168,65591,0.1942,148
diff4,4,152,67280,0.056241,0.0549,0.001341,1225500.9107468124,1196270.5508333389,67279,0.1942,149
diff4,4,153,63618,0.052635,0.0513,0.001335,1240116.9590643274,1208671.080438106,63617,0.1942,150
diff4,4,154,13337,0.011936,0.0108,0.001136,1234907.4074074074,1117368.2382343414,13336,0.1942,151
diff4,4,155,126468,0.107489,0.1063,0.001189,1189727.1872060206,1176569.6408507281,126467,0.1942,152
diff4,4,156,100153,0.083677,0.0823,0.001377,1216925.880923451,1196896.4090855774,100152,0.1942,153
diff4,4,157,94369,0.080298,0.0789,0.001398,1196058.3016476552,1175228.0474426802,94368,0.1942,154
diff4,4,158,185998,0.151427,0.1502,0.001227,1238335.5525965379,1228304.8077680783,185997,0.1942,155
diff4,4,159,97181,0.077916,0.0767,0.001216,1267027.3794002607,1247249.4526821808,97180,0.1942,156
diff4,4,160,15965,0.013948,0.0127,0.001248,1257086.6141732284,1144601.6455899281,15964,0.1942,157
diff4,4,161,81127,0.068696,0.0675,0.001196,1201881.4814814813,1180960.9789780339,81126,0.1942,158
diff4,4,162,53041,0.044236,0.043,0.001236,1233511.6279069767,1199039.2497852095,53040,0.1942,159
diff4,4,163,86096,0.073649,0.0724,0.001249,1189171.270718232,1169004.3290756592,86095,0.1942,160
diff4,4,164,11320,0.010617,0.0095,0.001117,1191578.9473684211,1066197.8852922304,11319,0.1942,161
diff4,4,165,23322,0.020375,0.0194,0.000975,1202164.9484536082,1144628.6539634548,23321,0.1942,162
diff4,4,166,54946,0.045951,0.0448,0.001151,1226473.2142857143,1195740.0562494693,54945,0.1942,163
diff4,4,167,26792,0.023645,0.0224,0.001245,1196071.4285714286,1133115.6324905886,26791,0.1942,164
diff4,4,168,159262,0.131191,0.13,0.001191,1225092.3076923077,1213968.5455663672,159261,0.1942,165
diff4,4,169,132711,0.1083,0.107,0.0013,1240289.7196261683,1225397.4183768644,132710,0.1942,166
diff4,4,170,27044,0.023436,0.0222,0.001236,1218198.198198198,1153951.1925037433,27043,0.1942,167
diff4,4,171,41507,0.034899,0.0338,0.001099,1228017.75147929,1189330.79734174,41506,0.1942,168
diff4,4,172,51767,0.043178,0.0421,0.001078,1229619.9524940618,1198910.3310592524,51766,0.1942,169
diff4,4,173,49223,0.041032,0.0399,0.001132,1233659.1478696743,1199629.5713089197,49222,0.1942,170
diff4,4,174,4042,0.004348,0.0034,0.000948,1188823.5294117648,929614.093813055,4041,0.1942,171
diff4,4,175,171624,0.142477,0.1415,0.000977,1212890.4593639576,1204575.1284332324,171623,0.1942,172
diff4,4,176,30114,0.025913,0.0247,0.001213,1219190.2834008096,1162119.4051807688,30113,0.1942,173
diff4,4,177,54245,0.045781,0.0446,0.001181,1216255.6053811659,1184876.953180856,54244,0.1942,174
diff4,4,178,80814,0.069246,0.0681,0.001146,1186696.035242291,1167057.2887060677,80813,0.1942,175
diff4,4,179,268114,0.220549,0.2193,0.001249,1222590.059279526,1215668.653442583,268113,0.1942,176
diff4,4,180,2069,0.002881,0.0017,0.001181,1217058.8235294118,718080.8657211999,2068,0.1942,177
diff4,4,181,29534,0.026127,0.0249,0.001227,1186104.4176706828,1130415.9112152779,29533,0.1942,178
diff4,4,182,44564,0.039588,0.0382,0.001388,1166596.8586387436,1125700.602353043,44563,0.1942,179
diff4,4,183,3019,0.003778,0.0026,0.001178,1161153.8461538462,799161.8352703694,3018,0.1942,180
diff4,4,184,19282,0.01759,0.0161,0.00149,1197639.751552795,1096188.4020499373,19281,0.1942,181
diff4,4,185,36561,0.034587,0.0333,0.001287,1097927.9279279278,1057078.5681165804,36560,0.1942,182
diff4,4,186,94032,0.081236,0.0799,0.001336,1176871.0888610764,1157516.970068312,94031,0.1942,183
diff4,4,187,41377,0.03593,0.0346,0.00133,1195867.0520231214,1151596.3262225257,41376,0.1942,184
diff4,4,188,55215,0.047524,0.0462,0.001324,1195129.8701298703,1161834.019425201,55214,0.1942,185
diff4,4,189,82632,0.068225,0.0668,0.001425,1237005.988023952,1211160.05117463,82631,0.1942,186
diff4,4,190,123951,0.101342,0.1001,0.001242,1238271.7282717284,1223097.5591731176,123950,0.1942,187
diff4,4,191,75766,0.062413,0.0612,0.001213,1238006.5359477124,1213942.5603410595,75765,0.1942,188
diff4,4,192,105885,0.084423,0.0831,0.001323,1274187.725631769,1254219.2129299366,105884,0.1942,189
diff4,4,193,4428,0.004737,0.0035,0.001237,1265142.857142857,934826.4637106379,4427,0.1942,190
diff4,4,194,868,0.001566,0.0007,0.000866,1240000.0,554322.6560109151,867,0.1942,191
diff4,4,195,1635,0.001978,0.0013,0.000678,1257692.3076923077,826418.7124654241,1634,0.1942,192
diff4,4,196,5269,0.005079,0.0043,0.000779,1225348.8372093022,1037434.4724279832,5268,0.1942,193
diff4,4,197,17597,0.015058,0.0141,0.000958,1248014.184397163,1168624.3849695672,17596,0.1942,194
diff4,4,198,3766,0.004068,0.003,0.001068,1255333.3333333333,925667.1554809343,3765,0.1942,195
diff4,4,199,349449,0.28254,0.2814,0.00114,1241823.0277185503,1236813.7646275559,349448,0.1942,196
diff4,4,200,67659,0.055382,0.0541,0.001282,1250628.4658040665,1221681.280674447,67658,0.1942,197
diff4,4,201,737,0.001801,0.0007,0.001101,1052857.142857143,409141.4696139138,736,0.1942,198
diff4,4,202,105137,0.085275,0.0842,0.001075,1248657.9572446556,1232910.408853907,105136,0.1942,199
diff4,4,203,24997,0.021055,0.0199,0.001155,1256130.6532663316,1187216.8796547966,24996,0.1942,200
diff4,4,204,37740,0.032125,0.031,0.001125,1217419.3548387096,1174801.2365213588,37739,0.1942,201
diff4,4,205,84191,0.071917,0.0706,0.001317,1192507.0821529746,1170675.0676938982,84190,0.1942,202
diff4,4,206,3633,0.004014,0.003,0.001014,1211000.0,905072.7481639257,3632,0.1942,203
diff4,4,207,175417,0.143092,0.142,0.001092,1235330.985915493,1225906.4755242877,175416,0.1942,204
diff4,4,208,195442,0.158744,0.1574,0.001344,1241689.961880559,1231178.5296504945,195441,0.1942,205
diff4,4,209,89163,0.073693,0.0724,0.001293,1231533.1491712707,1209918.1275780494,89162,0.1942,206
diff4,4,210,152501,0.125859,0.1245,0.001359,1224907.6305220884,1211680.5277367095,152500,0.1942,207
diff4,4,211,13474,0.012671,0.0114,0.001271,1181929.8245614034,1063387.0785117452,13473,0.1942,208
diff4,4,212,451580,0.363372,0.3621,0.001272,1247114.056890362,1242749.9045274407,451579,0.1942,209
diff4,4,213,69793,0.058381,0.057,0.001381,1224438.596491228,1195477.1139451426,69792,0.1942,210
diff4,4,214,171493,0.14224,0.1408,0.00144,1217990.0568181816,1205663.331120035,171492,0.1942,211
diff4,4,215,7029,0.007081,0.006,0.001081,1171500.0,992621.3319646536,7028,0.1942,212
diff4,4,216,86593,0.071423,0.0703,0.001123,1231763.8691322901,1212398.686073477,86592,0.1942,213
diff4,4,217,27249,0.022316,0.0213,0.001016,1279295.7746478873,1221077.2215821242,27248,0.1942,214
diff4,4,218,3684,0.003662,0.0029,0.000762,1270344.827586207,1006133.4906120695,3683,0.1942,215
diff4,4,219,32800,0.027667,0.0268,0.000867,1223880.5970149254,1185529.6429000257,32799,0.1942,216
diff4,4,220,1185,0.001882,0.0009,0.000982,1316666.6666666667,629816.6331241219,1184,0.1942,217
diff4,4,221,41183,0.034226,0.0333,0.000926,1236726.7267267266,1203279.7068528172,41182,0.1942,218
diff4,4,222,14781,0.012956,0.0119,0.001056,1242100.8403361344,1140898.0215961852,14780,0.1942,219
diff4,4,223,21656,0.018279,0.0172,0.001079,1259069.7674418604,1184723.2167037295,21655,0.1942,220
diff4,4,224,36059,0.030088,0.029,0.001088,1243413.793103448,1198431.298852535,36058,0.1942,221
diff4,4,225,15912,0.013884,0.0129,0.000984,1233488.3720930233,1146081.1179980994,15911,0.1942,222
diff4,4,226,12447,0.01087,0.01,0.00087,1244700.0,1145065.0384326149,12446,0.1942,223
diff4,4,227,258130,0.206868,0.2058,0.001068,1254275.9961127308,1247802.0375606138,258129,0.1942,224
diff4,4,228,115502,0.097254,0.0958,0.001454,1205657.6200417536,1187630.8596303263,115501,0.1942,225
